"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1804167460121383170","Fri Jun 21 15:00:16 +0000 2024","0","WOI BISA BISANYA aku pernah mikirin osc bule bali pls","1804167460121383170","","","in","Indonesia","0","0","0","https://x.com/hckuetat/status/1804167460121383170","1502467640664915969","hckuetat"
"1804139101735792806","Fri Jun 21 13:07:35 +0000 2024","0","main bumble nyangkut bule bali mulu. mas2 jawa gw swipe right gapernah match anjir ","1804139101735792806","","","in","Milkyway","0","0","0","https://x.com/xerotoneen/status/1804139101735792806","1097105799950696448","xerotoneen"
"1804092977159245890","Fri Jun 21 12:16:22 +0000 2024","0","@Gingerbreadths SO SPECIFIC dialah bule bali Ubud yang deket sama Bli dan Gek lokal","1804126209888170276","","Gingerbreadths","in","Indonesia","0","1","0","https://x.com/nitemanuscript/status/1804126209888170276","1773222111252979712","nitemanuscript"
"1803992405869498858","Fri Jun 21 03:24:40 +0000 2024","1","lagi belajar https://t.co/TW387wKXc4 POV Ng3we Bule Bali CR00T Dalam https://t.co/oqTkGnUs41 Skandal mahasiswi cantik kirim video bugil ke dosen pembimbing https://t.co/Jrs1erIPU2 Enak Gak Bang TT Nya https://t.co/dukkyAv0Bw","1803992405869498858","","","in","","0","0","0","https://x.com/i8n18c8vndqd932/status/1803992405869498858","790594248122912768","i8n18c8vndqd932"
"1803400980517757306","Wed Jun 19 12:14:52 +0000 2024","0","ngeri liat bule bali bawa motor ufh kyk nyawanya ada 9","1803401057927831940","","mpooyaa","in","exo planet","0","0","0","https://x.com/mpooyaa/status/1803401057927831940","1296724997637988352","mpooyaa"
"1802982270799950023","Wed Jun 19 09:07:02 +0000 2024","0","@lumpia24k @el_jastip @_NeverAlonely bule bali mah emang makin gk bisa di nalar ada sajen dimakan kenthu di gunung yg dianggap suci orang bali saat nyepi malah bikin tenda di pantai naik motor berasa jadi VR46 udah gitu cuma pake kolor pula","1803353789925351874","","lumpia24k","in","","0","0","0","https://x.com/Mitologikal/status/1803353789925351874","1647195328767201280","Mitologikal"
"1803086671350829290","Tue Jun 18 15:25:36 +0000 2024","0","Legalitas itu... nilai Universalnya besar. Gak memilih China Bule Bali Dayak dst.. Islam Kristen Bencong Ayam kek Bebek kek. Tua muda dan anak-anak ... itu namanya Universal.","1803086671350829290","","","in","","0","0","0","https://x.com/libccallpacks/status/1803086671350829290","51380667","libccallpacks"
"1803063590271738281","Tue Jun 18 13:53:53 +0000 2024","0","Konten bau ketek di temlen teenyata udah nyampe di tiktok haha bule bali bau udah mau jd pandemi https://t.co/J1jZt8gZr4","1803063590271738281","https://pbs.twimg.com/ext_tw_video_thumb/1803063464031633408/pu/img/sEOmDQ_9Y1a_Fo0e.jpg","","in","Jakarta BSD","0","0","0","https://x.com/DewiTuwuh/status/1803063590271738281","45100171","DewiTuwuh"
"1803036526814822580","Tue Jun 18 12:06:21 +0000 2024","0","Wkwkkwkw lama lama bukan mustahil jadi bule bule bali aja atau jadi Diego Michiles atau Spaso ~","1803036526814822580","","","in","PNK-JKT","0","0","0","https://x.com/zoel711/status/1803036526814822580","80227588","zoel711"
"1802956199740199032","Tue Jun 18 07:11:28 +0000 2024","0","@__ditsss @tvindonesiawkwk Wanjerr belanjanya bule bali","1802962316960682201","","__ditsss","in","Damansara, Selangor","0","1","0","https://x.com/Julpikrar/status/1802962316960682201","1264346866495287296","Julpikrar"
"1802521804071727590","Mon Jun 17 11:32:29 +0000 2024","0","@toe_giman Bule? Bali? Ya udahlah biarin. Tau kan ya.","1802665614688817439","","toe_giman","in","","0","0","0","https://x.com/gr8diazm/status/1802665614688817439","1138479535232389121","gr8diazm"
"1802662094333972791","Mon Jun 17 11:18:29 +0000 2024","52","LABILASA X BESTIE DIPESEN BULE BALI. DIOBOK2 BANGET GAK TUHH https://t.co/2SCTlyefk5 https://t.co/gbZAESEqSY https://t.co/cIIq856VFL","1802662094333972791","https://pbs.twimg.com/ext_tw_video_thumb/1802021808583200768/pu/img/ie8bPamm-8dHsJTB.jpg","","in","","0","0","10","https://x.com/sobatsehat69/status/1802662094333972791","1799186351088361472","sobatsehat69"
"1802547863412687056","Mon Jun 17 03:44:35 +0000 2024","0","Warga Jerman Hendry Bruno Torper ditetapkan tersangka setelah ditangkap Polresta Denpasar dan Polsek Kuta Sabtu 15 Juni 2024. https://t.co/eFrSV6u8vx #Jerman #Bule #buleBali #BuleUgalUgalan #Bali","1802547863412687056","","","in","Surabaya","0","0","0","https://x.com/ngopibareng_id/status/1802547863412687056","1291246080269545472","ngopibareng_id"
"1799833249952547298","Mon Jun 17 02:46:33 +0000 2024","0","@jojoklauz YaAllah semoga dengan barang' korban semua yang rusak bisa cepat terganti dan syukur ya ga ada yg luka ko bule' bali sekarang makin gragas ya :((","1802533259584438555","","jojoklauz","in","","0","0","0","https://x.com/injunloafss/status/1802533259584438555","1728056974418563072","injunloafss"
"1802529027443626052","Mon Jun 17 02:29:44 +0000 2024","0","Lagi-lagi seorang bule menjadi sorotan di media sosial karena tingkah lakunya yang nyeleneh. Kali ini seorang bule pria terlihat merendam mukanya di dalam panci bunga di Restoran Apurva Kempinski Bali. #bule #bali#kempinskibali https://t.co/Q6khSdr5JB","1802529027443626052","https://pbs.twimg.com/ext_tw_video_thumb/1802528954454310912/pu/img/yNiFJqttjJxpN2y0.jpg","","in","Jakarta","0","0","0","https://x.com/ntvnewsid/status/1802529027443626052","1758030653344657408","ntvnewsid"
"1802507995835973636","Mon Jun 17 01:06:10 +0000 2024","0","Remember bule rata-rata kriminil (bule bali)","1802507997576405123","","gacoanisme","in","follow with consent","0","0","0","https://x.com/gacoanisme/status/1802507997576405123","1312284464140095488","gacoanisme"
"1801939250616865233","Sat Jun 15 11:48:27 +0000 2024","0","@bakpaobeku OK ANJAI gini dongz ntar aq kasi bule bali mw?","1801944858355187751","","bakpaobeku","in","166 💋","0","1","0","https://x.com/1975THERE/status/1801944858355187751","1463470030750769158","1975THERE"
"1801896427658063975","Sat Jun 15 08:36:00 +0000 2024","0","Nathan coba kamu di sana motoran terus gak pake baju ugal ugalan dan gak pake helm. Niscaya kamu tidak akan terdeteksi dan jadi kayak bule Bali pada umumnya.","1801896427658063975","","","in","22/7","0","0","0","https://x.com/Prostalgic/status/1801896427658063975","777964512305553408","Prostalgic"
"1801885076990607387","Sat Jun 15 07:50:54 +0000 2024","0","Mantep Punya Bini Montok Gini https://t.co/aMybQIlpAR Masih SMA Jago C0lm3knya https://t.co/cW5G2EEeIL Ng3we Pacar Bule Bali Susu Gede https://t.co/k7x4SM4oc1 Abg cantik pamer aset keindahannya di rumah https://t.co/Qin9KvYjWw","1801885076990607387","","","in","a5jylfcygq4","0","0","0","https://x.com/a5jylfcygq4/status/1801885076990607387","771232075617673216","a5jylfcygq4"
"1801610412980638074","Fri Jun 14 13:46:01 +0000 2024","0","@mademwoiselle bule bali banyak","1801612055926997422","","mademwoiselle","in","Indonesia","0","1","0","https://x.com/masabersiapp/status/1801612055926997422","1188648460666322945","masabersiapp"
"1801555401714057222","Fri Jun 14 10:00:53 +0000 2024","0","bule batak sama bule bali ","1801555401714057222","","","tr","","0","0","0","https://x.com/kayishere_00/status/1801555401714057222","1790993740259291136","kayishere_00"
"1801519673516953960","Fri Jun 14 07:38:55 +0000 2024","0","Seorang bule memukuli pengendara motor wanita di kawasan Kuta Bali. Lokasi tepatnya di Jalan Imam Bonjol Kecamatan Kuta Badung Bali. POT #inewspagi #inews #berita #beritaterkini #news #videoviral #WNA #bule #bali https://t.co/McZf7KYiAS","1801519673516953960","https://pbs.twimg.com/ext_tw_video_thumb/1801519425675460608/pu/img/A5hYB3u_cTAvZH9-.jpg","","in","iNews Tower","0","0","0","https://x.com/officialinews_/status/1801519673516953960","132078023","officialinews_"
"1801395289666032106","Thu Jun 13 23:24:40 +0000 2024","0","oh gitu ya ajg standar ganda penyepong bule dewa2in aja tuh bule bali bali makin rusak ya gegara mrka2 ini rasis ke org luar kota yg bkn dari bali tanpa kunjungan org luar bali pas pandemi juga udh dimiskin bangkrut lu pada jing fakta byk org bali pada zionist islamophobic","1801395289666032106","","","in","","0","0","0","https://x.com/NickCon19/status/1801395289666032106","1795702494619942913","NickCon19"
"1801241868430372973","Thu Jun 13 13:15:01 +0000 2024","3","C0lm3k Masih Pake Seragam SMA https://t.co/hGKtOFpYWj B0Kep B0c1L Jilbab Masih Sempit Banget https://t.co/W3LHU3kKCm Salina Hijab Full Video Koleksi 23 https://t.co/cO4II0kVA7 Ng3we Pacar Bule Bali Susu Gede https://t.co/xFhLuib7Zc","1801241868430372973","","","in","","0","0","0","https://x.com/pfog78em7iz3/status/1801241868430372973","767797544294330368","pfog78em7iz3"
"1801203634216300859","Thu Jun 13 10:46:38 +0000 2024","0","@lovingsihyeon aku mau jastip bule bali boleh ga? * req yg kaya jake","1801204524687974909","","lovingsihyeon","in","","0","1","0","https://x.com/Meongciw/status/1801204524687974909","1715055534951542784","Meongciw"
"1801119524634440102","Thu Jun 13 05:08:52 +0000 2024","2","Kalo sama bule beda gini responmu KONTOL? Memang dibayar buat menjilat bule-bule bali biar tetap rame tuh daerah kah?? https://t.co/ffwOKfHlsq","1801119524634440102","https://pbs.twimg.com/media/GP7cqG4bAAALmVf.jpg","","in","kamar, rumah","0","0","0","https://x.com/fthefallmoon_/status/1801119524634440102","1164052535029592064","fthefallmoon_"
"1801118251054993742","Thu Jun 13 05:03:48 +0000 2024","0","bonon beneran kek bule bali jir","1801118251054993742","","","in","svt's maeumi","0","0","0","https://x.com/dearmyhao_/status/1801118251054993742","1773263027569364992","dearmyhao_"
"1801092779717906911","Thu Jun 13 03:22:36 +0000 2024","2","bule bali pasti suka","1801092779717906911","","","in","","0","0","1","https://x.com/small_mofo_MK3/status/1801092779717906911","1735512332208594944","small_mofo_MK3"
"1800823219932557702","Wed Jun 12 09:31:28 +0000 2024","19","Dan makin pnasaran gimana caranya bikin manusia di luar Indonesia yang punya background subspesialistik mau kerja di Indonesia apalagi mendadak dan gak jelas bgitu hahahhah Yang ada bule bali ngaku2 profesor ikut keciduk Embuh wes","1800823223850094752","","kamilmoon","in","","0","2","3","https://x.com/kamilmoon/status/1800823223850094752","76230223","kamilmoon"
"1800708394241925452","Wed Jun 12 03:24:08 +0000 2024","4","@SekteAxis Pendapatan bali adalah pariwisata. Pembawa uang besar pariwisata kebetulan bule. Bali memperlakukan customer dengan baik kok dibilang anggap kasta tinggi. Oon nih","1800730780987236681","","SekteAxis","in","Earth","0","0","0","https://x.com/BruhGusGus/status/1800730780987236681","1767483638319656960","BruhGusGus"
"1800567524607812027","Tue Jun 11 16:35:25 +0000 2024","1","Sobat RRI kalian tau tentang kasus bule yang bawa kabur truk di Bali? Cek video untuk selengkapnya: https://t.co/g4IFlTILE7 Kode Visual: MG/TMS #bulebali #buletruk #bulekabur https://t.co/LlqpX1G2My","1800567524607812027","https://pbs.twimg.com/ext_tw_video_thumb/1800567222093721600/pu/img/zXlo62CNpXFGoNaZ.jpg","","in","Jakarta Capital Region","0","0","0","https://x.com/RRIPrograma3/status/1800567524607812027","1129936609","RRIPrograma3"
"1800541758469869841","Tue Jun 11 14:53:02 +0000 2024","28","Ng3we Pacar Bule Bali Susu Gede https://t.co/pM3bb5jz7D Siswi SMA ngambil nilai tambahan sama 9urunya malah di https://t.co/KySy9WIrzH Pulang sekolah dipake rame rame https://t.co/Q8IzglsEJv Miss Kay C0lm3k Bikin San9e https://t.co/AC2ciH9t8E","1800541758469869841","","","in","","0","0","2","https://x.com/uu13iyzsf1y1/status/1800541758469869841","785295875257937920","uu13iyzsf1y1"
"1800451076409409788","Tue Jun 11 08:52:42 +0000 2024","0","HAHAHA BULE BALI BANGET ABANG","1800451076409409788","","","tl","2006","1","0","0","https://x.com/marshabytie/status/1800451076409409788","1311480249155153920","marshabytie"
"1800434045501018624","Tue Jun 11 07:45:01 +0000 2024","45","Panya T0ket G3de Desah Colok meM3k ‍ https://t.co/ZzhpBAi7PW BO Mahasiswi Cantik Tog3e Jago Ny3pong ‍ https://t.co/WUuud9LFwv Ngntot Pacar Bule Bali T0ket G3de ‍ https://t.co/XWY8AzDMBu Syakirah Viral Part 8 Full Video ‍ https://t.co/BOiKgxVSJu","1800434045501018624","","","in","","0","0","5","https://x.com/DANIELA27695194/status/1800434045501018624","2163411980","DANIELA27695194"
"1800409876654690469","Tue Jun 11 06:09:10 +0000 2024","0","Video aksi pencurian yang dilakukan WNA itu dibagikan oleh Ni Luh Djelantik. #maling #bule #bulebali #cctv #perhiasan #kalung #baju #pencurian #wna #bali #infobali","1800409924293599551","","lensaRTV","in","Indonesia","0","0","0","https://x.com/lensaRTV/status/1800409924293599551","2393930923","lensaRTV"
"1800388401805602842","Tue Jun 11 04:43:39 +0000 2024","0","Bule bali ni banyak yg sok keras ajg","1800388401805602842","","","in","cxs'","0","0","0","https://x.com/adiousea/status/1800388401805602842","1542849810109120512","adiousea"
"1800387916927226281","Tue Jun 11 04:41:43 +0000 2024","0","CHAOS! Bule di Bali bawa kabur truk dan tabrak pengendara motor! #GarudaTV #Laporan8 #Bulebali #Bali #viral https://t.co/9kQsYW3346","1800387916927226281","https://pbs.twimg.com/ext_tw_video_thumb/1800384493800525824/pu/img/vvC5jVJQ36aM_Lpv.jpg","","in","Indonesia","0","0","0","https://x.com/garudatvnews/status/1800387916927226281","502140136","garudatvnews"
"1800361592846160089","Tue Jun 11 02:57:07 +0000 2024","15","tante honey ngntod bule Bali ‼️Streaming https://t.co/eJjcaJOlhS https://t.co/fd3wDCOIEc https://t.co/Qf9i1YfJb7 semprotcom iOS 18 Tolol seokjin Justice for CBX KDRT LPDP Hot Mess mesin cuci azizaharhan https://t.co/OeQOgNBnl6","1800361592846160089","https://pbs.twimg.com/media/GPwrSE5aQAATjrG.png","","in","","0","0","4","https://x.com/1Capca12785/status/1800361592846160089","1796563049832435712","1Capca12785"
